目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
1714,1 ,82.41,81.09,85.17,77.77,88.87,83.60,84.49,85.54,2,38,2,12,4,5,2,1982,4,14,5,3,30.000,20,13,0,0,0
1715,1 ,75.24,79.34,74.05,77.77,84.02,72.49,75.49,74.09,1,15,2,7,5,6,1,1987,6,11,4,5,17.000,8,9,10,0,0
1716,1 ,92.80,97.64,92.67,99.98,88.87,94.70,93.26,99.98,1,10,6,1,3,2,#NULL!,1999,4,1,4,7,15.000,8,9,0,0,1
1717,1 ,75.03,71.51,62.94,78.24,80.84,80.52,75.54,70.76,2,22,1,18,3,5,1,1978,6,19,2,3,19.000,11,9,20,0,0
1718,1 ,64.12,73.54,66.69,66.66,74.52,69.74,71.06,77.76,2,23,1,3,3,2,#NULL!,1997,6,3,7,9,22.000,17,10,30,6,0
1719,1 ,92.79,89.68,70.44,92.14,87.18,83.27,86.77,99.98,2,30,1,4,3,5,1,1990,6,7,8,10,20.000,13,9,20,20,0
1720,1 ,66.69,69.12,66.69,66.66,66.65,66.66,66.67,66.66,2,32,2,10,5,6,1,1988,6,10,2,5,12.000,5,3,20,30,0
1721,1 ,89.11,87.38,81.56,77.77,92.11,86.67,86.54,88.52,1,25,1,3,3,5,1,1989,6,8,4,7,35.000,23,10,30,20,0
1722,1 ,77.99,81.46,85.17,81.03,84.02,77.45,71.24,81.09,2,33,1,8,3,5,1,1987,6,8,5,6,13.000,7,5,10,20,0
1723,1 ,74.99,77.80,55.58,74.50,71.67,69.41,73.20,78.54,2,28,1,1,2,3,#NULL!,1991,6,5,5,4,22.000,12,14,0,0,0
1724,1 ,66.14,64.95,74.05,69.92,75.99,77.77,62.23,69.98,1,10,2,12,4,5,2,1980,6,17,3,2,30.000,20,20,20,17,0
1725,1 ,87.33,82.26,66.54,81.03,87.09,77.77,80.05,81.09,1,11,1,1,3,5,1,1985,5,10,7,9,35.000,20,25,0,0,0
1726,1 ,80.38,76.54,73.90,77.77,71.67,74.70,84.31,81.87,1,9,1,4,3,5,1,1985,5,10,4,2,40.000,25,30,15,5,0
1727,1 ,95.43,94.35,96.28,92.14,91.89,96.92,88.94,92.55,2,33,3,10,3,5,1,1987,6,9,4,4,26.000,17,11,10,20,0
1728,1 ,86.89,91.92,96.28,87.98,84.02,83.39,84.48,50.31,1,8,2,6,3,5,1,1988,6,8,1,4,35.000,13,13,20,10,0
1729,1 ,69.83,73.25,74.05,74.93,72.75,66.66,73.32,74.01,1,30,1,8,2,3,#NULL!,1978,6,18,5,3,20.000,10,12,2,2,0
1730,1 ,73.21,75.78,59.33,70.82,77.93,77.45,77.58,78.54,2,40,3,15,4,5,2,1980,5,18,2,2,25.000,15,18,0,13,0
1731,1 ,81.49,85.63,77.81,81.03,80.78,77.77,79.87,85.20,2,10,1,6,3,5,1,1986,5,10,4,6,24.000,16,18,20,0,0
1732,1 ,67.80,65.43,66.69,66.66,69.73,71.95,62.28,77.76,2,21,1,2,3,2,#NULL!,1999,6,1,3,8,24.000,20,10,30,30,0
1733,1 ,84.26,88.92,85.17,85.61,79.54,83.06,86.60,85.54,2,7,2,3,4,2,#NULL!,1994,6,3,4,8,25.000,8,9,50,20,0
1734,1 ,77.81,77.80,81.56,84.72,82.55,80.52,82.15,81.44,1,17,2,12,3,6,1,1988,6,13,5,8,21.000,9,8,50,0,0
1735,1 ,96.16,91.88,77.95,93.46,90.81,97.25,82.08,83.99,2,30,1,5,3,5,1,1990,4,8,8,10,22.000,13,12,0,30,0
1736,1 ,70.38,70.96,77.81,74.08,77.76,71.95,75.68,74.44,1,10,2,8,3,5,1,1987,4,10,4,7,30.000,17,11,25,20,0
1737,1 ,84.32,82.07,88.92,84.72,80.84,83.06,82.15,84.77,1,12,2,6,3,5,1,1989,6,5,8,10,40.000,35,30,10,10,0
1738,2 ,72.22,77.80,70.44,74.08,74.52,77.77,73.38,74.09,1,5,1,13,3,5,1,1980,5,17,6,2,13.000,50,50,0,0,0
1739,2 ,80.56,71.72,85.17,73.19,76.46,77.45,73.15,76.99,2,27,1,14,5,6,1,1982,6,13,3,6,14.000,5,4,20,25,0
1740,2 ,96.48,97.50,92.67,92.56,82.55,94.50,95.42,92.55,2,12,1,10,3,5,1,1987,6,8,3,2,14.000,5,6,0,35,0
1741,2 ,73.93,67.45,70.30,66.66,69.84,60.84,64.70,60.00,2,38,2,11,2,3,#NULL!,1982,5,13,6,4,22.000,16,18,28,0,0
1742,2 ,73.15,70.38,77.81,77.77,69.67,77.77,73.34,70.33,2,15,2,6,3,5,1,1980,5,16,4,2,30.000,24,10,0,0,0
1743,2 ,66.69,66.69,66.69,66.66,66.65,69.41,73.40,69.98,1,5,2,3,4,2,#NULL!,1993,5,6,2,7,20.000,10,16,0,0,0
1744,2 ,74.13,75.41,77.81,66.66,69.73,72.49,66.65,67.43,1,5,1,5,3,5,1,1990,6,7,4,3,20.000,15,12,0,0,0
1745,2 ,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,1,10,1,11,3,5,1,1981,5,16,3,2,25.000,9,11,0,30,0
1746,2 ,70.57,78.45,85.17,85.61,74.52,74.70,75.43,77.76,2,30,1,5,3,2,#NULL!,1989,6,6,7,9,20.000,10,14,25,6,0
1747,2 ,72.42,77.45,59.33,73.61,72.91,72.49,77.76,81.09,2,32,2,18,5,6,1,1978,6,19,3,6,35.000,15,14,16,20,0
1748,2 ,70.57,68.71,74.05,70.82,66.82,72.49,73.20,59.23,1,10,2,5,3,5,1,1990,6,6,4,4,30.000,15,26,20,0,0
1749,2 ,70.57,75.78,74.05,70.82,71.51,72.49,71.06,73.66,1,10,2,6,3,5,1,1990,5,6,4,5,8.000,35,20,0,0,0
1750,2 ,66.51,69.88,63.08,66.66,69.90,63.59,64.37,69.98,1,20,1,3,3,2,#NULL!,1985,6,12,1,2,15.000,8,9,0,0,0
1751,2 ,73.21,67.67,74.05,74.50,69.73,72.49,69.14,71.11,1,10,1,8,3,5,1,1985,8,12,4,9,17.000,30,20,0,0,0
1752,2 ,68.73,76.54,74.05,77.77,77.76,77.77,77.58,77.76,1,20,2,10,3,5,2,1969,4,30,4,6,30.000,20,26,0,0,0
1753,2 ,69.27,64.81,70.30,70.34,60.34,64.45,57.85,55.12,1,18,1,6,5,6,1,1990,4,6,4,2,30.000,20,15,0,0,0
1754,2 ,55.58,64.26,59.18,69.92,66.65,61.38,55.56,62.98,1,6,1,3,3,5,1,1988,5,8,3,7,30.000,12,7,60,0,0
1755,2 ,48.80,53.57,40.56,63.81,42.65,60.84,60.14,74.09,1,4,4,6,3,2,#NULL!,1993,6,4,4,5,8.000,5,4,25,0,0
1756,2 ,74.44,57.28,74.05,66.66,60.34,71.62,53.27,51.79,2,28,1,5,4,4,#NULL!,1992,6,5,4,4,10.000,6,7,0,0,0
1757,2 ,51.10,58.29,48.07,63.40,63.27,55.02,68.75,74.09,2,20,2,6,3,5,1,1989,5,6,3,4,13.000,11,10,20,0,0
1758,2 ,33.16,41.56,40.70,37.48,25.23,39.15,37.89,33.32,1,13,1,2,3,5,1,1992,6,3,4,7,14.000,19,25,14,5,0
1759,2 ,68.54,68.71,66.69,73.61,66.65,72.49,71.24,70.76,2,25,1,5,4,2,#NULL!,1995,5,3,4,8,28.000,9,25,18,6,0
1760,2 ,73.93,75.78,81.56,81.93,77.93,74.70,80.25,76.99,2,10,2,7,2,3,#NULL!,1991,4,6,5,7,15.000,7,5,15,25,0
1761,2 ,72.82,72.37,70.44,77.77,74.52,75.03,75.68,69.98,2,26,2,5,3,5,1,1992,5,4,6,8,28.000,20,15,30,10,0
1762,2 ,84.32,76.82,81.56,74.08,82.55,75.56,82.35,81.44,2,31,1,16,6,6,2,1981,4,18,2,6,21.000,8,8,20,20,0
1763,2 ,81.72,87.65,81.56,85.19,82.61,86.14,86.60,84.77,2,32,1,3,4,5,2,1988,6,9,5,2,37.000,25,30,30,0,0
1764,2 ,71.36,77.80,70.44,66.19,71.14,75.56,71.24,62.55,1,7,1,5,1,1,#NULL!,1990,6,7,5,7,30.000,10,7,50,15,0
1765,2 ,83.21,83.24,81.56,85.19,85.63,88.88,84.44,88.87,2,11,2,8,3,5,1,1985,6,11,7,9,65.000,50,40,10,10,0
1766,2 ,79.84,76.54,70.44,74.50,74.69,75.03,73.20,73.66,2,30,1,8,4,5,2,1990,6,7,6,2,8.000,25,16,25,10,0
1767,2 ,73.39,66.12,70.30,81.93,69.73,61.38,79.87,74.44,2,10,1,2,3,5,1,1981,5,15,2,5,10.000,4,4,20,25,0
1768,2 ,76.52,73.71,62.94,77.77,74.52,75.03,73.20,76.99,2,5,1,2,4,5,2,1992,5,8,4,2,15.000,7,9,50,0,0
1769,2 ,71.68,65.34,59.18,67.13,67.19,69.53,64.26,71.54,2,30,1,7,3,2,#NULL!,1989,6,6,4,3,24.000,11,9,0,35,0
1770,2 ,75.78,77.80,74.05,77.77,74.69,69.41,73.38,74.44,2,28,1,6,3,5,1,1992,6,4,6,2,30.000,25,15,30,15,0
1771,2 ,80.20,68.75,59.04,77.77,74.75,77.77,82.21,77.76,1,10,1,3,3,5,1,1986,5,10,8,10,35.000,15,25,0,0,0
1772,2 ,81.69,67.92,74.05,74.50,69.84,75.03,75.49,71.11,2,10,1,5,4,4,#NULL!,1992,5,8,4,7,30.000,15,20,30,9,0
1773,2 ,72.82,74.52,70.44,77.77,74.52,72.49,73.38,73.66,1,8,1,7,3,5,1,1985,5,10,4,2,50.000,45,40,0,0,0
1774,2 ,70.25,67.82,77.81,67.08,52.53,61.38,71.10,59.23,1,3,2,2,1,1,#NULL!,1995,5,3,5,7,10.000,5,7,0,0,0
1775,2 ,76.70,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,34,1,2,4,5,2,1986,6,12,5,2,10.000,25,30,25,0,0
1776,2 ,71.30,69.88,59.18,63.40,63.41,71.95,57.65,58.88,1,10,2,4,4,4,#NULL!,1993,6,3,4,5,13.000,10,30,0,0,0
1777,2 ,68.54,59.23,55.58,62.97,57.32,61.38,68.95,55.90,1,5,2,4,1,1,#NULL!,1990,6,6,4,5,13.000,45,40,0,0,0
1778,2 ,73.21,73.35,74.05,70.34,69.90,64.45,73.38,69.98,1,10,1,15,3,5,1,1980,5,17,4,1,13.000,45,30,0,0,0
1779,2 ,79.84,80.20,77.81,74.50,74.75,66.66,71.04,77.76,2,26,1,6,3,5,1,1994,6,4,6,8,17.000,18,10,35,20,0
1780,2 ,91.88,88.16,85.17,85.61,85.63,91.63,84.31,84.77,1,38,1,10,3,5,1,1982,5,15,5,7,19.000,9,7,20,20,0
1781,2 ,80.77,82.07,81.56,77.77,81.00,80.52,77.77,74.44,2,30,1,10,4,5,2,1990,6,6,6,9,30.000,25,10,35,12,0
1782,2 ,80.77,86.89,74.05,77.77,75.99,77.77,75.49,74.44,2,30,3,3,3,5,1,1989,5,7,7,9,20.000,6,10,0,0,0
1783,2 ,88.92,88.92,88.92,84.29,91.95,88.88,88.88,92.98,2,40,1,20,5,6,1,1979,5,20,6,4,37.000,14,14,20,20,0
1784,2 ,98.01,99.03,99.03,99.98,96.74,97.25,97.89,95.88,2,32,1,5,6,6,2,1988,4,10,3,4,46.000,29,22,0,20,0
1785,2 ,64.85,65.43,62.94,74.08,57.32,61.38,71.06,62.55,1,5,1,5,3,5,1,1990,4,6,4,7,30.000,25,15,0,0,0
1786,2 ,68.54,65.43,70.44,59.71,57.32,63.92,68.76,74.09,1,4,1,2,3,5,1,1994,4,2,4,8,17.000,27,17,0,0,0
1787,2 ,67.00,99.03,74.05,74.50,77.76,69.41,82.15,66.66,2,15,2,6,3,2,#NULL!,1992,6,6,4,8,20.000,10,8,34,12,0
1788,2 ,64.66,63.55,62.94,69.92,63.58,66.34,64.37,62.55,1,15,1,5,3,2,#NULL!,1991,5,5,4,4,25.000,10,15,20,5,0
1789,2 ,72.41,64.67,70.30,66.66,66.65,66.66,66.67,66.66,2,36,1,2,2,3,#NULL!,1984,6,14,4,2,20.000,8,12,0,0,0
1790,2 ,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2,38,1,14,3,5,1,1982,4,15,5,2,27.000,13,13,0,20,0
1791,2 ,70.57,73.54,70.44,74.50,70.97,69.41,71.24,74.44,1,6,1,6,5,6,1,1990,6,7,4,1,30.000,25,20,0,0,0
1792,2 ,79.66,79.07,81.56,81.03,85.63,83.06,82.21,77.76,2,13,1,6,3,5,1,1988,6,6,3,8,30.000,25,16,28,5,0
1793,2 ,79.45,70.35,74.05,88.88,73.45,75.56,69.08,69.21,2,20,1,5,2,3,#NULL!,1978,4,18,9,11,30.000,5,20,20,15,0
1794,2 ,75.78,64.95,74.05,70.82,74.58,86.14,82.20,78.54,2,34,1,16,5,6,1,1979,6,18,2,6,34.000,13,13,18,20,0
1795,2 ,96.16,95.76,92.67,96.72,94.96,97.25,93.46,95.88,2,32,1,7,6,6,2,1988,6,10,3,4,38.000,15,21,20,0,1
1796,2 ,60.18,66.69,66.69,67.13,63.58,66.66,66.67,59.23,1,5,2,3,2,3,#NULL!,1982,8,15,5,4,40.000,30,28,25,0,0
1797,2 ,73.93,72.37,70.44,73.61,75.99,75.03,71.24,74.44,1,10,2,15,3,5,1,1980,6,15,4,1,50.000,45,46,0,0,0
1798,1 ,80.95,83.48,85.17,81.03,82.61,83.06,64.51,85.54,2,33,1,8,3,5,1,1987,6,8,3,4,13.000,7,4,0,55,0
1799,1 ,75.36,81.05,74.20,77.77,82.30,77.77,80.05,77.76,2,32,1,10,3,2,#NULL!,1987,5,9,5,1,20.000,9,14,50,0,0
1800,1 ,73.33,75.78,51.96,77.77,71.14,74.70,73.13,55.12,2,28,1,5,5,6,1,1992,6,5,1,8,25.000,12,20,10,5,0
1801,1 ,68.73,73.54,74.05,70.82,69.73,74.70,66.67,66.66,1,20,1,9,4,6,1,1987,6,10,4,2,30.000,20,15,0,17,0
1802,1 ,77.81,77.80,77.81,77.77,77.76,77.77,77.77,77.76,2,38,1,13,6,6,2,1982,5,15,7,9,60.000,50,50,15,10,0
1803,1 ,75.78,78.78,77.81,81.03,82.78,83.60,71.06,74.44,1,15,2,2,4,4,1,1989,5,6,5,5,20.000,11,15,0,0,0
1804,1 ,63.56,79.73,70.15,79.56,80.84,77.45,77.57,62.55,2,30,1,7,5,6,1,1981,6,16,4,6,34.000,15,12,20,30,0
1805,1 ,65.77,66.97,62.94,67.08,72.75,75.03,68.76,70.33,2,3,2,10,3,5,1,1973,8,23,3,7,50.000,40,25,0,13,0
1806,1 ,82.95,76.62,85.31,78.66,84.08,94.70,93.26,77.34,1,5,2,3,4,2,#NULL!,1996,6,1,5,8,36.000,15,20,30,8,0
1807,1 ,99.04,97.60,88.92,96.30,96.90,99.99,99.99,99.98,2,31,1,7,3,5,1,1988,6,6,4,2,50.000,26,20,20,25,0
1808,1 ,88.54,90.37,88.92,99.98,88.87,94.17,93.32,99.98,2,28,1,7,2,3,#NULL!,1983,6,14,4,2,17.000,10,4,25,0,0
1809,1 ,99.04,99.03,99.03,99.98,99.98,94.17,93.33,85.54,2,35,1,10,6,3,2,1985,8,10,1,2,50.000,10,19,30,20,0
1810,1 ,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,35,1,10,3,5,1,1984,5,10,3,4,15.000,10,3,0,55,0
1811,1 ,71.68,67.95,59.33,74.08,69.90,69.41,82.15,77.76,2,4,1,6,4,4,#NULL!,1981,6,15,4,7,17.000,11,5,0,50,0
1812,1 ,66.69,66.69,66.69,66.66,66.65,66.66,71.04,69.98,2,15,1,5,3,5,1,1985,4,11,5,2,19.000,13,9,30,10,0
1813,1 ,81.36,88.02,88.92,85.61,82.08,88.88,84.44,77.76,1,17,1,11,5,6,1,1988,5,10,3,6,40.000,18,20,0,0,1
1814,1 ,78.92,77.80,74.05,77.77,77.76,77.77,84.44,85.20,2,30,2,6,6,1,2,1989,6,8,6,4,26.000,16,16,0,0,0
1815,1 ,77.82,75.89,74.20,74.03,85.57,97.25,95.61,96.65,2,20,2,8,2,3,#NULL!,1988,6,8,1,2,28.000,16,16,30,20,0
1816,1 ,86.89,85.63,77.81,88.88,84.02,88.88,84.31,84.77,2,25,1,2,3,3,1,1992,6,4,4,7,36.000,19,30,0,0,1
1817,1 ,85.24,87.65,88.92,85.19,80.84,83.60,84.31,88.87,2,15,1,8,3,5,1,1988,6,6,3,8,30.000,25,15,25,5,0
1818,1 ,79.12,81.09,66.69,80.56,79.17,78.31,79.74,81.52,2,30,1,11,5,6,1,1990,6,8,4,2,37.000,28,30,16,6,0
1819,1 ,76.83,77.80,77.81,81.03,81.00,77.77,84.49,81.87,1,15,2,8,4,2,#NULL!,1989,6,6,7,9,70.000,35,47,0,0,0
1820,1 ,56.54,59.39,59.33,51.81,57.21,56.09,51.16,50.67,2,20,1,2,3,7,#NULL!,1988,6,9,6,2,45.000,18,6,30,25,0
1821,1 ,74.25,70.94,59.33,70.82,69.73,77.77,73.34,51.79,2,10,1,8,5,6,1,1987,6,10,6,2,40.000,24,22,0,30,0
1822,1 ,78.13,78.66,70.44,81.45,81.00,71.95,68.88,73.74,2,33,1,8,3,5,1,1987,6,8,3,4,50.000,20,15,10,33,0
1823,2 ,74.67,71.11,77.81,77.77,69.90,63.92,66.48,73.66,1,30,1,10,5,6,1,1980,5,18,4,6,17.000,11,4,20,0,0
1824,2 ,80.23,77.80,81.56,81.03,81.00,77.77,84.44,81.87,2,29,1,3,5,6,1,1990,5,6,4,5,25.000,16,7,25,25,0
1825,2 ,85.04,84.65,85.17,81.93,82.61,83.60,84.49,84.77,2,34,1,8,3,5,1,1986,5,12,4,5,28.000,16,18,20,0,0
1826,2 ,77.27,86.89,74.05,81.93,69.73,74.70,79.86,74.86,1,6,2,1,3,5,1,1988,6,8,2,4,28.000,15,19,20,0,0
1827,2 ,69.27,71.11,51.82,59.24,75.99,69.41,66.67,66.66,2,37,1,18,3,5,1,1982,6,15,4,2,30.000,20,10,40,15,0
1828,2 ,81.69,68.57,70.44,78.24,83.85,77.24,84.49,73.66,2,20,1,10,3,5,1,1985,6,11,1,4,12.000,5,9,30,15,0
1829,2 ,72.67,82.26,81.56,85.19,83.85,83.60,86.79,77.76,2,10,1,5,3,5,1,1993,5,4,6,5,30.000,25,15,30,0,0
1830,2 ,73.16,76.54,77.81,84.72,75.99,88.88,75.63,76.99,2,28,1,5,2,3,#NULL!,1991,6,6,6,7,26.000,10,8,20,20,0
1831,2 ,88.92,88.92,81.56,85.61,85.79,86.14,84.31,84.77,2,37,1,10,3,5,1,1984,4,15,5,6,24.000,12,5,30,25,0
1832,2 ,81.49,79.83,77.81,85.19,77.54,75.03,79.87,73.66,2,31,1,10,4,5,2,1988,6,9,4,7,25.000,10,14,20,0,0
1833,2 ,78.13,82.12,85.17,71.71,77.60,80.52,75.47,85.54,2,25,2,8,3,5,1,1985,6,13,6,4,30.000,28,17,10,0,0
1834,2 ,73.59,82.70,81.56,85.19,79.06,77.77,77.71,81.87,2,12,1,8,3,5,1,1992,6,5,3,2,30.000,20,10,40,0,0
1835,2 ,74.70,77.40,77.81,85.19,80.30,74.70,82.21,82.22,2,13,1,10,5,6,1,1991,6,5,6,2,35.000,25,13,40,5,0
1836,2 ,81.36,82.22,81.41,74.50,77.93,72.49,77.97,81.09,1,11,2,2,3,2,#NULL!,1993,5,3,6,8,16.000,8,12,0,0,0
1837,2 ,69.65,68.71,74.05,66.66,66.88,69.41,71.06,70.76,2,32,2,7,5,6,1,1987,5,7,6,5,23.000,8,11,0,25,0
1838,2 ,88.00,88.92,85.17,93.03,92.11,94.17,88.88,92.20,1,32,1,9,3,5,1,1988,8,7,4,6,17.000,10,5,0,40,0
1839,2 ,75.36,74.24,74.20,81.03,82.78,83.06,80.01,78.54,1,15,1,8,3,2,#NULL!,1990,5,7,3,2,20.000,10,14,35,0,0
1840,2 ,57.43,69.77,66.69,81.93,72.97,66.66,73.40,66.66,2,47,1,7,5,6,2,1972,5,25,5,6,40.000,15,21,0,0,0
1841,2 ,71.30,73.35,70.44,81.93,72.91,75.03,77.77,81.44,2,6,1,2,4,5,1,1998,5,2,4,5,17.000,12,10,20,20,0
1842,2 ,81.52,92.64,70.44,77.77,75.99,83.27,77.77,85.97,2,10,1,5,4,5,2,1994,5,4,2,5,23.000,15,10,30,0,0
1843,2 ,75.05,81.94,81.56,70.82,77.60,78.10,75.68,78.11,2,30,1,10,3,2,#NULL!,1989,6,6,6,2,25.000,12,16,40,0,0
1844,2 ,87.81,66.06,70.44,70.34,71.51,66.66,77.76,70.76,1,12,1,7,2,3,#NULL!,1993,6,5,5,7,20.000,15,7,0,0,0
1845,2 ,71.68,74.15,66.69,77.77,74.21,77.77,82.15,81.09,1,8,1,5,4,2,#NULL!,1993,5,4,4,9,35.000,26,12,40,10,0
1846,2 ,77.81,81.36,74.05,73.61,76.15,72.49,82.16,81.87,1,15,2,6,5,6,2,1988,5,9,7,9,30.000,10,10,40,10,0
1847,2 ,83.93,80.23,77.81,81.03,75.99,71.95,77.77,66.66,2,39,2,15,3,5,1,1981,6,16,4,2,36.000,32,32,10,10,0
1848,2 ,62.01,54.55,62.94,69.92,63.74,55.22,66.43,48.54,1,11,2,8,3,5,1,1978,5,20,4,3,30.000,14,10,15,30,0
1849,2 ,60.36,67.10,48.21,64.71,52.94,77.57,77.76,66.23,2,5,1,3,3,5,1,1994,6,4,2,5,30.000,12,11,15,30,0
1850,2 ,62.09,65.83,74.05,66.66,64.82,64.12,66.62,69.98,1,11,2,9,2,3,#NULL!,1988,5,9,5,8,50.000,40,30,10,10,0
1851,2 ,76.88,70.35,74.05,70.82,69.90,69.41,68.76,69.98,1,33,1,11,3,6,1,1983,5,13,3,4,40.000,7,30,20,0,0
1852,2 ,85.04,85.63,81.56,84.72,88.87,86.14,84.49,85.54,2,13,2,8,3,5,1,1988,5,8,8,10,40.000,30,36,10,10,1
1853,1 ,82.41,74.52,70.44,85.19,80.78,83.60,84.49,85.54,1,5,1,3,5,6,1,1991,4,8,4,4,20.000,10,10,20,10,0
1854,1 ,81.36,76.91,81.56,77.77,77.76,80.85,82.15,81.09,1,8,2,5,5,6,1,1985,6,12,4,2,25.000,18,15,10,10,0
1855,1 ,71.36,73.54,74.05,77.77,69.90,69.74,71.24,67.43,1,25,3,4,1,1,#NULL!,1995,6,3,5,8,35.000,12,13,20,20,0
1856,1 ,82.82,84.65,81.56,88.88,85.63,86.14,82.16,84.77,2,35,1,15,3,5,1,1985,6,12,2,7,35.000,21,24,0,0,1
1857,1 ,74.13,73.54,77.81,70.82,72.91,77.77,68.96,69.98,2,28,1,9,3,2,#NULL!,1992,5,4,3,5,40.000,22,24,0,0,0
1858,1 ,83.93,85.63,81.56,88.88,82.61,86.14,84.31,84.77,2,35,2,10,3,5,1,1985,6,13,6,4,40.000,20,25,0,0,1
1859,1 ,84.50,84.37,81.56,77.77,81.00,80.85,84.51,85.54,2,35,1,10,3,5,1,1984,6,12,3,4,20.000,13,10,0,0,1
1860,1 ,77.81,83.24,74.05,81.45,80.84,86.14,73.20,74.44,2,42,1,6,3,5,1,1978,6,17,5,2,26.000,15,18,0,0,0
1861,1 ,70.57,75.24,74.05,69.45,76.30,78.31,62.24,62.20,1,12,3,8,2,3,#NULL!,1992,5,5,3,8,25.000,12,10,30,10,0
1862,1 ,73.39,73.35,77.81,77.77,63.58,75.03,73.40,74.44,2,28,1,9,3,2,#NULL!,1991,8,3,4,4,34.000,24,25,0,0,0
1863,1 ,73.93,74.80,70.44,77.77,81.00,83.06,75.68,71.11,2,30,2,8,3,5,1,1990,5,7,5,2,34.000,24,16,10,0,0
1864,1 ,80.95,80.23,81.56,85.19,79.06,74.70,75.48,67.43,2,6,1,2,6,6,1,1990,4,7,4,7,30.000,16,20,30,10,0
1865,1 ,67.80,69.69,85.17,85.19,69.51,71.95,66.67,77.76,2,10,2,4,3,2,#NULL!,1987,5,10,4,4,30.000,20,18,50,0,0
1866,1 ,75.78,77.40,74.20,81.03,66.65,69.41,71.06,70.76,2,5,1,2,5,6,1,1992,5,5,4,8,25.000,15,20,25,10,0
1867,1 ,89.90,84.65,85.17,81.93,82.61,83.60,84.49,84.77,2,33,2,8,3,1,1,1987,5,10,4,7,25.000,15,18,10,0,1
1868,1 ,85.78,82.07,81.56,88.88,79.06,85.81,77.79,84.77,2,10,2,12,3,5,1,1985,4,12,4,4,18.000,7,7,18,30,0
1869,1 ,82.82,85.63,81.56,81.93,79.37,86.14,84.31,84.77,2,35,3,13,3,3,1,1985,6,12,2,7,35.000,20,25,0,13,0
1870,1 ,78.40,77.80,74.20,78.19,77.70,69.21,77.97,81.09,1,10,2,3,4,6,1,1990,4,8,4,4,30.000,20,20,20,10,0
1871,1 ,74.85,72.37,70.44,70.34,69.67,66.66,71.24,70.76,1,20,1,2,3,5,1,1993,5,5,4,7,22.000,10,17,20,0,0
1872,1 ,77.99,71.51,77.81,77.77,75.82,69.41,77.59,77.34,2,35,1,14,3,5,1,1985,6,13,5,7,36.000,21,25,0,0,0
1873,1 ,71.30,67.45,70.44,70.34,68.43,71.95,68.96,73.66,2,30,1,10,5,3,1,1990,6,7,4,4,35.000,12,18,0,0,0
1874,1 ,73.21,66.69,66.69,69.92,72.97,69.74,71.24,66.66,1,5,1,13,3,5,1,1980,5,17,4,4,30.000,25,20,0,0,0
1875,1 ,77.81,76.54,74.05,74.08,71.67,77.77,71.04,77.76,2,20,1,10,5,6,1,1977,6,20,4,6,35.000,11,19,0,20,0
1876,1 ,83.93,84.50,74.20,85.19,84.08,83.60,77.73,85.54,1,5,4,8,6,6,2,1985,4,10,4,4,8.000,5,6,30,10,0
1877,1 ,63.20,75.78,55.58,74.50,72.91,74.70,73.34,81.87,2,10,1,9,3,5,1,1984,6,13,3,2,24.000,12,12,30,6,0
1878,1 ,75.96,73.54,70.44,74.50,68.49,69.41,73.20,70.33,2,17,1,3,4,4,#NULL!,1998,5,1,2,4,21.000,10,8,0,35,0
1879,1 ,81.69,79.07,77.81,78.66,82.78,80.52,82.35,77.76,2,42,1,15,3,5,1,1978,6,19,6,2,39.620,37,32,15,12,0
1880,1 ,76.83,84.37,74.20,88.88,85.63,83.06,84.31,84.77,2,35,2,10,3,5,1,1985,6,15,6,4,40.000,25,30,30,5,0
1881,1 ,66.69,60.97,62.94,66.66,58.62,71.62,77.76,70.33,2,15,1,10,3,5,1,1978,8,15,3,3,40.000,15,11,30,28,0
1882,1 ,82.80,82.07,85.17,78.66,82.78,78.10,80.25,88.52,2,37,1,5,5,6,1,1983,6,13,4,2,12.000,8,4,0,0,0
1883,1 ,68.73,76.54,77.81,77.77,77.76,77.77,77.77,77.76,1,20,2,8,3,5,1,1987,6,10,3,4,30.000,16,18,10,5,0
1884,1 ,69.27,76.54,74.05,77.77,77.76,77.77,77.77,77.76,1,15,1,8,3,5,1,1984,6,13,5,2,36.000,20,21,20,5,0
1885,1 ,77.81,82.07,66.69,74.08,69.90,77.77,77.76,81.87,2,20,1,10,2,3,#NULL!,1986,6,10,7,9,32.000,16,10,50,5,0
1886,1 ,99.04,99.03,99.03,99.98,99.98,99.99,99.99,99.98,2,35,1,10,3,5,1,1985,5,10,3,3,13.000,7,4,0,50,0
1887,1 ,87.22,90.73,96.28,93.03,82.78,72.49,82.23,88.87,2,6,1,8,3,5,1,1989,4,8,6,4,12.000,7,2,0,55,0
1888,1 ,84.26,78.93,85.17,81.93,74.52,80.52,71.04,77.76,1,8,2,15,3,5,1,1980,5,16,6,2,35.000,25,28,15,15,0
